Length	GC
ENSGALG00000007768	1260	0.438888888888889
ENSGALG00000007769	2633	0.480440562096468
ENSGALG00000007770	1882	0.616896918172157
ENSGALG00000007771	699	0.419170243204578
ENSGALG00000007772	1816	0.46420704845815
ENSGALG00000007775	2546	0.553809897879026
ENSGALG00000007777	2770	0.426353790613718
ENSGALG00000007778	3489	0.569217540842648
ENSGALG00000007779	4461	0.545841739520287
ENSGALG00000007780	2026	0.452615992102665
ENSGALG00000007781	1555	0.626366559485531
ENSGALG00000007782	1980	0.600505050505051
ENSGALG00000007785	1108	0.484657039711191
ENSGALG00000007786	2543	0.527723161620134
ENSGALG00000007788	2229	0.457155675190668
ENSGALG00000007791	1788	0.550335570469799
ENSGALG00000007792	1088	0.418198529411765
ENSGALG00000007793	668	0.455089820359281
ENSGALG00000007794	5700	0.493859649122807
ENSGALG00000007796	2718	0.50588668138337
ENSGALG00000007798	2823	0.403825717321998
ENSGALG00000007799	5305	0.389632422243167
ENSGALG00000007800	2362	0.402624894157494
ENSGALG00000007801	2926	0.657552973342447
ENSGALG00000007803	1596	0.634085213032581
ENSGALG00000007804	1054	0.421252371916509
ENSGALG00000007806	624	0.618589743589744
ENSGALG00000007807	2052	0.648635477582846
ENSGALG00000007808	2391	0.518193224592221
ENSGALG00000007809	3117	0.453962143086301
ENSGALG00000007810	4027	0.461137323069282
ENSGALG00000007811	2566	0.429851909586906
ENSGALG00000007814	1728	0.608217592592593
ENSGALG00000007815	3336	0.566247002398082
ENSGALG00000007817	2701	0.417623102554609
ENSGALG00000007819	5024	0.457404458598726
ENSGALG00000007820	1850	0.498918918918919
ENSGALG00000007821	2385	0.512788259958071
ENSGALG00000007822	2859	0.567331234697447
ENSGALG00000007825	2377	0.435422801851073
ENSGALG00000007827	2279	0.566476524791575
ENSGALG00000007828	688	0.579941860465116
ENSGALG00000007829	5122	0.387153455681374
ENSGALG00000007831	554	0.629963898916967
ENSGALG00000007832	4106	0.397467121285923
ENSGALG00000007833	2552	0.498824451410658
ENSGALG00000007834	5536	0.484465317919075
ENSGALG00000007835	1969	0.40274250888776
ENSGALG00000007837	3202	0.618363522798251
ENSGALG00000007838	4391	0.574812115691187
ENSGALG00000007839	6977	0.480149061201089
ENSGALG00000007840	1134	0.624338624338624
ENSGALG00000007841	12498	0.416626660265642
ENSGALG00000007842	3084	0.406290531776913
ENSGALG00000007843	7506	0.398880895283773
ENSGALG00000007845	3766	0.43627190653213
ENSGALG00000007846	669	0.475336322869955
ENSGALG00000007848	771	0.518806744487678
ENSGALG00000007849	4376	0.412705667276051
ENSGALG00000007851	3211	0.419184054811585
ENSGALG00000007853	2268	0.406084656084656
ENSGALG00000007855	751	0.580559254327563
ENSGALG00000007860	2286	0.52405949256343
ENSGALG00000007861	2640	0.415151515151515
ENSGALG00000007862	5597	0.469894586385564
ENSGALG00000007863	384	0.458333333333333
ENSGALG00000007864	2634	0.444950645406226
ENSGALG00000007866	5304	0.479072398190045
ENSGALG00000007867	2679	0.600597237775289
ENSGALG00000007868	2145	0.506293706293706
ENSGALG00000007870	3589	0.569239342435219
ENSGALG00000007871	4092	0.414956011730205
ENSGALG00000007874	718	0.385793871866295
ENSGALG00000007875	6103	0.602326724561691
ENSGALG00000007877	1673	0.45427375971309
ENSGALG00000007878	2114	0.436613055818354
ENSGALG00000007879	1802	0.426748057713651
ENSGALG00000007881	4924	0.607229894394801
ENSGALG00000007882	1294	0.524729520865533
ENSGALG00000007885	1637	0.491753207086133
ENSGALG00000007886	2850	0.47859649122807
ENSGALG00000007887	959	0.509906152241919
ENSGALG00000007888	2193	0.48609211126311
ENSGALG00000007889	3378	0.453226761397276
ENSGALG00000007891	1881	0.652312599681021
ENSGALG00000007892	1541	0.447112264763141
ENSGALG00000007895	1084	0.540590405904059
ENSGALG00000007899	1542	0.570038910505837
ENSGALG00000007900	864	0.716435185185185
ENSGALG00000007902	4633	0.442262033239801
ENSGALG00000007903	1424	0.466994382022472
ENSGALG00000007904	4561	0.468099101074326
ENSGALG00000007905	4688	0.555034129692833
ENSGALG00000007906	1545	0.574110032362459
ENSGALG00000007907	2717	0.601030548398969
ENSGALG00000007908	2669	0.424128887223679
ENSGALG00000007909	3319	0.476047002109069
ENSGALG00000007910	3118	0.601667735728031
ENSGALG00000007911	6901	0.440660773800898
ENSGALG00000007912	3576	0.531879194630873
ENSGALG00000007914	1680	0.456547619047619
ENSGALG00000007917	5508	0.502904865649964
ENSGALG00000007919	1545	0.493203883495146
ENSGALG00000007920	1348	0.513353115727003
ENSGALG00000007924	3635	0.383218707015131
ENSGALG00000007926	998	0.493987975951904
ENSGALG00000007927	3178	0.449653870358716
ENSGALG00000007928	6864	0.471299533799534
ENSGALG00000007929	2581	0.485470747772181
ENSGALG00000007930	3191	0.510498276402382
ENSGALG00000007931	2016	0.473214285714286
ENSGALG00000007932	2246	0.520480854853072
ENSGALG00000007934	4112	0.475924124513619
ENSGALG00000007935	5508	0.474219317356572
ENSGALG00000007936	1733	0.468551644547028
ENSGALG00000007937	3102	0.505802707930368
ENSGALG00000007938	3123	0.435798911303234
ENSGALG00000007940	1967	0.427046263345196
ENSGALG00000007941	933	0.480171489817792
ENSGALG00000007943	4822	0.410825383658233
ENSGALG00000007944	4750	0.463157894736842
ENSGALG00000007945	846	0.531914893617021
ENSGALG00000007948	1917	0.449660928534168
ENSGALG00000007950	650	0.473846153846154
ENSGALG00000007952	7154	0.486021805982667
ENSGALG00000007954	1317	0.635535307517084
ENSGALG00000007955	2125	0.484235294117647
ENSGALG00000007956	2247	0.534490431686693
ENSGALG00000007957	4591	0.440209104770203
ENSGALG00000007958	2295	0.449673202614379
ENSGALG00000007959	2370	0.476371308016878
ENSGALG00000007960	2717	0.571586308428414
ENSGALG00000007961	549	0.533697632058288
ENSGALG00000007962	1492	0.411528150134048
ENSGALG00000007963	2781	0.521395181589356
ENSGALG00000007964	1630	0.648466257668712
ENSGALG00000007965	1421	0.465869106263195
ENSGALG00000007966	2784	0.410919540229885
ENSGALG00000007967	2140	0.521495327102804
ENSGALG00000007970	1932	0.459627329192547
ENSGALG00000007971	993	0.398791540785498
ENSGALG00000007972	3290	0.493617021276596
ENSGALG00000007973	5666	0.528062124955877
ENSGALG00000007974	2132	0.516885553470919
ENSGALG00000007976	4039	0.47412725922258
ENSGALG00000007977	2637	0.408797876374668
ENSGALG00000007978	2873	0.450052210233206
ENSGALG00000007979	705	0.553191489361702
ENSGALG00000007980	1697	0.467295226870949
ENSGALG00000007981	1120	0.563392857142857
ENSGALG00000007986	1407	0.560056858564321
ENSGALG00000007988	888	0.54954954954955
ENSGALG00000007989	3976	0.420774647887324
ENSGALG00000007992	4297	0.473353502443565
ENSGALG00000007993	1176	0.495748299319728
ENSGALG00000007994	1649	0.452395391146149
ENSGALG00000007996	2949	0.460155985079688
ENSGALG00000007997	3078	0.461013645224172
ENSGALG00000007998	3337	0.424932574168415
ENSGALG00000007999	2091	0.473935915829747
ENSGALG00000008000	2776	0.501440922190202
ENSGALG00000008003	1893	0.592709984152139
ENSGALG00000008005	3636	0.48954895489549
ENSGALG00000008006	2976	0.479838709677419
ENSGALG00000008007	7436	0.520575578267886
ENSGALG00000008009	1945	0.447300771208226
ENSGALG00000008010	2062	0.445198836081474
ENSGALG00000008011	1833	0.494271685761047
ENSGALG00000008013	1398	0.531473533619456
ENSGALG00000008014	987	0.653495440729483
ENSGALG00000008015	1823	0.415798134942403
ENSGALG00000008016	654	0.478593272171254
ENSGALG00000008018	1729	0.513013302486987
ENSGALG00000008021	2531	0.394705649940735
ENSGALG00000008022	1378	0.684325108853411
ENSGALG00000008023	4372	0.4983989021043
ENSGALG00000008025	7775	0.468553054662379
ENSGALG00000008026	2577	0.393092743500194
ENSGALG00000008028	720	0.645833333333333
ENSGALG00000008032	1933	0.410243145369891
ENSGALG00000008034	4681	0.570818201239051
ENSGALG00000008035	4072	0.450638506876228
ENSGALG00000008036	2509	0.476683937823834
ENSGALG00000008037	901	0.450610432852386
ENSGALG00000008038	5091	0.43959929286977
ENSGALG00000008039	3156	0.508238276299113
ENSGALG00000008040	2572	0.553265940902022
ENSGALG00000008041	2747	0.489261012013105
ENSGALG00000008043	5422	0.529878273699742
ENSGALG00000008044	2930	0.477133105802048
ENSGALG00000008045	1761	0.421351504826803
ENSGALG00000008046	1261	0.45360824742268
ENSGALG00000008047	786	0.482188295165394
ENSGALG00000008048	1391	0.487419122933142
ENSGALG00000008049	638	0.53448275862069
ENSGALG00000008050	1575	0.457777777777778
ENSGALG00000008051	3854	0.51141670991178
ENSGALG00000008053	3555	0.490857946554149
ENSGALG00000008054	1233	0.418491484184915
ENSGALG00000008055	1704	0.492370892018779
ENSGALG00000008056	1776	0.552927927927928
ENSGALG00000008057	3090	0.522330097087379
ENSGALG00000008058	2753	0.467126770795496
ENSGALG00000008059	2837	0.510398308071907
ENSGALG00000008060	939	0.4185303514377
ENSGALG00000008061	1491	0.414486921529175
ENSGALG00000008063	5113	0.600625855662038
ENSGALG00000008064	4013	0.425367555444804
ENSGALG00000008066	437	0.540045766590389
ENSGALG00000008069	1826	0.470427163198248
ENSGALG00000008070	644	0.627329192546584
ENSGALG00000008072	4465	0.458454647256439
ENSGALG00000008073	1957	0.529892692897292
ENSGALG00000008074	710	0.523943661971831
ENSGALG00000008076	3491	0.444571755943856
ENSGALG00000008077	1008	0.638888888888889
ENSGALG00000008078	4960	0.35866935483871
ENSGALG00000008080	1137	0.477572559366755
ENSGALG00000008081	3333	0.41014101410141
ENSGALG00000008082	5723	0.586580464791193
ENSGALG00000008084	867	0.508650519031142
ENSGALG00000008085	3578	0.615427613191727
ENSGALG00000008086	2458	0.460943856794142
ENSGALG00000008087	1339	0.565347274085138
ENSGALG00000008088	2072	0.429054054054054
ENSGALG00000008089	2359	0.497244595167444
ENSGALG00000008091	702	0.61965811965812
ENSGALG00000008092	1368	0.425438596491228
ENSGALG00000008094	1966	0.439471007121058
ENSGALG00000008095	3421	0.453376205787781
ENSGALG00000008096	1455	0.524398625429553
ENSGALG00000008097	4519	0.442797078999779
ENSGALG00000008098	1538	0.438231469440832
ENSGALG00000008099	4301	0.561497326203209
ENSGALG00000008100	1547	0.516483516483517
ENSGALG00000008103	1701	0.508524397413286
ENSGALG00000008104	6126	0.42033953640222
ENSGALG00000008105	1947	0.46738572162301
ENSGALG00000008107	3306	0.503932244404114
ENSGALG00000008108	2152	0.5
ENSGALG00000008109	6034	0.457242293669208
ENSGALG00000008110	853	0.511137162954279
ENSGALG00000008111	982	0.540733197556008
ENSGALG00000008113	3692	0.450433369447454
ENSGALG00000008114	1651	0.588128407026045
ENSGALG00000008115	2321	0.448944420508402
ENSGALG00000008117	3110	0.497106109324759
ENSGALG00000008118	2436	0.415024630541872
ENSGALG00000008120	2694	0.625463994060876
ENSGALG00000008121	1644	0.631386861313869
ENSGALG00000008122	2672	0.49625748502994
ENSGALG00000008123	3093	0.448108632395732
ENSGALG00000008124	1810	0.528176795580111
ENSGALG00000008125	902	0.56430155210643
ENSGALG00000008127	1471	0.437797416723317
ENSGALG00000008128	2949	0.377416073245168
ENSGALG00000008130	3125	0.42464
ENSGALG00000008132	2912	0.454326923076923
ENSGALG00000008133	1792	0.635602678571429
ENSGALG00000008135	5697	0.437072143233281
ENSGALG00000008136	1758	0.539817974971559
ENSGALG00000008138	7576	0.64083949313622
ENSGALG00000008139	5904	0.439871273712737
ENSGALG00000008141	8495	0.489582107121836
ENSGALG00000008143	4493	0.432673046961941
ENSGALG00000008144	2753	0.47439157282964
ENSGALG00000008145	1080	0.432407407407407
ENSGALG00000008146	2057	0.426835196888673
ENSGALG00000008148	4966	0.429118002416432
ENSGALG00000008149	3279	0.641354071363221
ENSGALG00000008150	2615	0.65774378585086
ENSGALG00000008151	1765	0.611331444759207
ENSGALG00000008152	2723	0.396621373485127
ENSGALG00000008153	1088	0.579963235294118
ENSGALG00000008154	6597	0.439290586630286
ENSGALG00000008155	1388	0.446685878962536
ENSGALG00000008156	9050	0.455801104972376
ENSGALG00000008157	1599	0.358974358974359
ENSGALG00000008160	1443	0.560637560637561
ENSGALG00000008162	3039	0.480092135570911
ENSGALG00000008163	6463	0.432306978183506
ENSGALG00000008164	5399	0.58214484163734
ENSGALG00000008165	1428	0.57703081232493
ENSGALG00000008166	7631	0.453151618398637
ENSGALG00000008167	6043	0.477742842958795
ENSGALG00000008168	2786	0.526561378320172
ENSGALG00000008169	4386	0.515503875968992
ENSGALG00000008171	8132	0.539965568125922
ENSGALG00000008172	1734	0.491926182237601
ENSGALG00000008174	1659	0.393610608800482
ENSGALG00000008175	3133	0.416852856686882
ENSGALG00000008176	4579	0.468661279755405
ENSGALG00000008177	4308	0.569405756731662
ENSGALG00000008178	1479	0.472616632860041
ENSGALG00000008179	3171	0.509303058971933
ENSGALG00000008180	7548	0.489268680445151
ENSGALG00000008181	6679	0.450067375355592
ENSGALG00000008182	612	0.547385620915033
ENSGALG00000008185	4250	0.442117647058824
ENSGALG00000008187	1783	0.457655636567583
ENSGALG00000008188	2484	0.504428341384863
ENSGALG00000008193	10482	0.490555237550086
ENSGALG00000008195	2333	0.472781825975139
ENSGALG00000008197	1774	0.421645997745209
ENSGALG00000008198	2389	0.462118041021348
ENSGALG00000008199	3560	0.39438202247191
ENSGALG00000008201	2247	0.518914107699154
ENSGALG00000008202	3145	0.475357710651828
ENSGALG00000008204	2042	0.452497551420176
ENSGALG00000008206	853	0.621336459554513
ENSGALG00000008207	3657	0.551818430407438
ENSGALG00000008208	2269	0.46804759806082
ENSGALG00000008211	1778	0.467379077615298
ENSGALG00000008212	369	0.447154471544715
ENSGALG00000008215	1965	0.641221374045801
ENSGALG00000008216	1014	0.487179487179487
ENSGALG00000008217	1687	0.565500889152341
ENSGALG00000008218	2944	0.45414402173913
ENSGALG00000008219	2984	0.480227882037534
ENSGALG00000008220	1268	0.452681388012618
ENSGALG00000008222	2591	0.428791972211501
ENSGALG00000008226	1122	0.558823529411765
ENSGALG00000008228	912	0.485745614035088
ENSGALG00000008229	2062	0.481571290009699
ENSGALG00000008230	2663	0.446488922268119
ENSGALG00000008231	1713	0.506713368359603
ENSGALG00000008233	4909	0.448767569769811
ENSGALG00000008234	2822	0.431254429482636
ENSGALG00000008236	1452	0.486225895316804
ENSGALG00000008237	3883	0.444759206798867
ENSGALG00000008238	6849	0.486494378741422
ENSGALG00000008239	687	0.561863173216885
ENSGALG00000008240	2958	0.369844489519946
ENSGALG00000008241	4036	0.45986124876115
ENSGALG00000008246	513	0.604288499025341
ENSGALG00000008247	2411	0.501866445458316
ENSGALG00000008249	1991	0.421898543445505
ENSGALG00000008250	4232	0.520557655954631
ENSGALG00000008253	4265	0.53599062133646
ENSGALG00000008254	5940	0.476767676767677
ENSGALG00000008255	990	0.467676767676768
ENSGALG00000008256	5937	0.539161192521476
ENSGALG00000008257	5197	0.572638060419473
ENSGALG00000008262	3963	0.600807469089074
ENSGALG00000008263	5936	0.517688679245283
ENSGALG00000008265	5785	0.465514261019879
ENSGALG00000008266	8018	0.522574208031928
ENSGALG00000008267	2529	0.448003163305654
ENSGALG00000008268	1665	0.695495495495495
ENSGALG00000008269	5363	0.451426440425135
ENSGALG00000008270	1512	0.555555555555556
ENSGALG00000008271	1032	0.609496124031008
ENSGALG00000008272	1297	0.621434078643022
ENSGALG00000008273	909	0.55005500550055
ENSGALG00000008274	1864	0.433476394849785
ENSGALG00000008275	972	0.723251028806584
ENSGALG00000008279	2916	0.435185185185185
ENSGALG00000008280	1461	0.482546201232033
ENSGALG00000008281	4265	0.567409144196952
ENSGALG00000008282	2323	0.432630219543694
ENSGALG00000008283	1665	0.48048048048048
ENSGALG00000008285	2413	0.431827600497306
ENSGALG00000008286	2761	0.489315465411083
ENSGALG00000008287	901	0.540510543840178
ENSGALG00000008288	3196	0.434918648310388
ENSGALG00000008289	3294	0.492714025500911
ENSGALG00000008290	1062	0.458568738229755
ENSGALG00000008291	906	0.635761589403974
ENSGALG00000008292	9103	0.509612215753048
ENSGALG00000008293	3383	0.46822347029264
ENSGALG00000008294	9815	0.463983698420785
ENSGALG00000008295	3072	0.414388020833333
ENSGALG00000008297	3106	0.671603348358017
ENSGALG00000008298	1734	0.378316032295271
ENSGALG00000008301	2946	0.412423625254582
ENSGALG00000008302	1248	0.588141025641026
ENSGALG00000008303	1645	0.575075987841945
ENSGALG00000008304	1587	0.528040327662256
ENSGALG00000008305	1605	0.425545171339564
ENSGALG00000008306	4330	0.359122401847575
ENSGALG00000008308	1311	0.678108314263921
ENSGALG00000008309	2510	0.381673306772908
ENSGALG00000008312	2538	0.429472025216706
ENSGALG00000008313	3464	0.473152424942263
ENSGALG00000008314	624	0.493589743589744
ENSGALG00000008315	3318	0.637733574442435
ENSGALG00000008317	6281	0.596401846839675
ENSGALG00000008318	4368	0.418269230769231
ENSGALG00000008319	1472	0.622282608695652
ENSGALG00000008320	2174	0.517019319227231
ENSGALG00000008321	2086	0.528283796740173
ENSGALG00000008322	3540	0.395762711864407
ENSGALG00000008323	5359	0.524911364060459
ENSGALG00000008325	9312	0.491194158075601
ENSGALG00000008326	1605	0.474766355140187
ENSGALG00000008328	1955	0.426598465473146
ENSGALG00000008330	747	0.472556894243641
ENSGALG00000008332	2974	0.447545393409549
ENSGALG00000008335	4471	0.38045180049206
ENSGALG00000008336	4572	0.637357830271216
ENSGALG00000008337	1746	0.633447880870561
ENSGALG00000008339	5429	0.515748756677104
ENSGALG00000008340	2718	0.644959529065489
ENSGALG00000008341	4221	0.636342099028666
ENSGALG00000008346	2475	0.412121212121212
ENSGALG00000008347	4643	0.467370234762007
ENSGALG00000008348	2108	0.49573055028463
ENSGALG00000008349	1083	0.641735918744229
ENSGALG00000008350	4166	0.458233317330773
ENSGALG00000008351	1054	0.5426944971537
ENSGALG00000008352	1200	0.613333333333333
ENSGALG00000008353	6494	0.450415768401601
ENSGALG00000008354	1445	0.57923875432526
ENSGALG00000008355	1923	0.496619864794592
ENSGALG00000008357	3171	0.511195206559445
ENSGALG00000008358	8313	0.540238181162035
ENSGALG00000008359	2367	0.629911280101394
ENSGALG00000008361	1650	0.689090909090909
ENSGALG00000008362	1191	0.652392947103275
ENSGALG00000008364	609	0.650246305418719
ENSGALG00000008365	1473	0.572301425661914
ENSGALG00000008367	741	0.60863697705803
ENSGALG00000008368	1682	0.505945303210464
ENSGALG00000008369	746	0.529490616621984
ENSGALG00000008370	2951	0.466960352422908
ENSGALG00000008372	4519	0.485726930736889
ENSGALG00000008373	1269	0.43892828999212
ENSGALG00000008376	2214	0.475158084914182
ENSGALG00000008378	7418	0.577648961984362
ENSGALG00000008380	5746	0.602506091193874
ENSGALG00000008381	1203	0.467996674979219
ENSGALG00000008382	1089	0.416896235078053
ENSGALG00000008383	1654	0.506045949214027
ENSGALG00000008385	5037	0.525511216994243
ENSGALG00000008386	2170	0.547465437788018
ENSGALG00000008389	1749	0.412235563178959
ENSGALG00000008392	5255	0.411227402473834
ENSGALG00000008393	1521	0.533859303090072
ENSGALG00000008394	2491	0.479325572059414
